dep;jour;pop;P;T;Ti;Tp;Td;cl_age90
26;2023-03-19;524506,00;2,00;28,00;0,38;7,14;5,34;0
26;2023-03-20;524506,00;35,00;505,00;6,67;6,93;96,28;0
26;2023-03-21;524506,00;23,00;371,00;4,39;6,20;70,73;0
26;2023-03-22;524506,00;28,00;331,00;5,34;8,46;63,11;0
26;2023-03-23;524506,00;32,00;207,00;6,10;15,46;39,47;0
26;2023-03-24;524506,00;32,00;265,00;6,10;12,08;50,52;0
26;2023-03-25;524506,00;19,00;305,00;3,62;6,23;58,15;0
26;2023-03-26;524506,00;1,00;33,00;0,19;3,03;6,29;0
26;2023-03-27;524506,00;48,00;556,00;9,15;8,63;106,00;0
26;2023-03-28;524506,00;46,00;387,00;8,77;11,89;73,78;0
26;2023-03-29;524506,00;52,00;330,00;9,91;15,76;62,92;0
26;2023-03-30;524506,00;47,00;213,00;8,96;22,07;40,61;0
26;2023-03-31;524506,00;48,00;279,00;9,15;17,20;53,19;0
27;2023-03-01;593885,00;25,00;355,00;4,21;7,04;59,78;0
27;2023-03-02;593885,00;14,00;183,00;2,36;7,65;30,81;0
27;2023-03-03;593885,00;26,00;341,00;4,38;7,62;57,42;0
27;2023-03-04;593885,00;25,00;344,00;4,21;7,27;57,92;0
27;2023-03-05;593885,00;6,00;79,00;1,01;7,59;13,30;0
27;2023-03-06;593885,00;44,00;539,00;7,41;8,16;90,76;0
27;2023-03-07;593885,00;64,00;455,00;10,78;14,07;76,61;0
27;2023-03-08;593885,00;57,00;360,00;9,60;15,83;60,62;0
27;2023-03-09;593885,00;49,00;267,00;8,25;18,35;44,96;0
27;2023-03-10;593885,00;49,00;337,00;8,25;14,54;56,74;0
27;2023-03-11;593885,00;40,00;293,00;6,74;13,65;49,34;0
27;2023-03-12;593885,00;9,00;86,00;1,52;10,47;14,48;0
27;2023-03-13;593885,00;86,00;608,00;14,48;14,14;102,38;0
27;2023-03-14;593885,00;55,00;412,00;9,26;13,35;69,37;0
27;2023-03-15;593885,00;54,00;317,00;9,09;17,03;53,38;0
27;2023-03-16;593885,00;46,00;218,00;7,75;21,10;36,71;0
27;2023-03-17;593885,00;58,00;355,00;9,77;16,34;59,78;0
27;2023-03-18;593885,00;41,00;274,00;6,90;14,96;46,14;0
27;2023-03-19;593885,00;9,00;69,00;1,52;13,04;11,62;0
27;2023-03-20;593885,00;87,00;563,00;14,65;15,45;94,80;0
27;2023-03-21;593885,00;65,00;355,00;10,94;18,31;59,78;0
27;2023-03-22;593885,00;63,00;288,00;10,61;21,88;48,49;0
27;2023-03-23;593885,00;64,00;227,00;10,78;28,19;38,22;0
27;2023-03-24;593885,00;69,00;310,00;11,62;22,26;52,20;0
27;2023-03-25;593885,00;47,00;288,00;7,91;16,32;48,49;0
27;2023-03-26;593885,00;14,00;70,00;2,36;20,00;11,79;0
27;2023-03-27;593885,00;82,00;500,00;13,81;16,40;84,19;0
27;2023-03-28;593885,00;67,00;362,00;11,28;18,51;60,95;0
27;2023-03-29;593885,00;60,00;298,00;10,10;20,13;50,18;0
27;2023-03-30;593885,00;64,00;254,00;10,78;25,20;42,77;0
27;2023-03-31;593885,00;63,00;318,00;10,61;19,81;53,55;0
28;2023-03-01;427776,00;30,00;392,00;7,01;7,65;91,64;0
28;2023-03-02;427776,00;19,00;192,00;4,44;9,90;44,88;0
28;2023-03-03;427776,00;23,00;311,00;5,38;7,40;72,70;0
28;2023-03-04;427776,00;23,00;517,00;5,38;4,45;120,86;0
28;2023-03-05;427776,00;10,00;105,00;2,34;9,52;24,55;0
28;2023-03-06;427776,00;53,00;629,00;12,39;8,43;147,04;0
28;2023-03-07;427776,00;42,00;455,00;9,82;9,23;106,36;0
28;2023-03-08;427776,00;65,00;448,00;15,19;14,51;104,73;0
28;2023-03-09;427776,00;51,00;310,00;11,92;16,45;72,47;0
28;2023-03-10;427776,00;48,00;374,00;11,22;12,83;87,43;0
28;2023-03-11;427776,00;35,00;419,00;8,18;8,35;97,95;0
28;2023-03-12;427776,00;11,00;92,00;2,57;11,96;21,51;0
28;2023-03-13;427776,00;84,00;565,00;19,64;14,87;132,08;0
28;2023-03-14;427776,00;65,00;434,00;15,19;14,98;101,45;0
28;2023-03-15;427776,00;56,00;363,00;13,09;15,43;84,86;0
28;2023-03-16;427776,00;42,00;202,00;9,82;20,79;47,22;0
28;2023-03-17;427776,00;49,00;333,00;11,45;14,71;77,84;0
28;2023-03-18;427776,00;30,00;376,00;7,01;7,98;87,90;0
28;2023-03-19;427776,00;21,00;99,00;4,91;21,21;23,14;0
28;2023-03-20;427776,00;61,00;477,00;14,26;12,79;111,51;0
28;2023-03-21;427776,00;73,00;402,00;17,07;18,16;93,97;0
28;2023-03-22;427776,00;61,00;401,00;14,26;15,21;93,74;0
28;2023-03-23;427776,00;49,00;228,00;11,45;21,49;53,30;0
28;2023-03-24;427776,00;44,00;243,00;10,29;18,11;56,81;0
28;2023-03-25;427776,00;37,00;328,00;8,65;11,28;76,68;0
28;2023-03-26;427776,00;6,00;57,00;1,40;10,53;13,32;0
28;2023-03-27;427776,00;75,00;441,00;17,53;17,01;103,09;0
28;2023-03-28;427776,00;59,00;345,00;13,79;17,10;80,65;0
28;2023-03-29;427776,00;51,00;311,00;11,92;16,40;72,70;0
28;2023-03-30;427776,00;43,00;171,00;10,05;25,15;39,97;0
28;2023-03-31;427776,00;31,00;221,00;7,25;14,03;51,66;0
29;2023-03-01;922797,00;41,00;586,00;4,44;7,00;63,50;0
29;2023-03-02;922797,00;30,00;209,00;3,25;14,35;22,65;0
29;2023-03-03;922797,00;27,00;618,00;2,93;4,37;66,97;0
29;2023-03-04;922797,00;34,00;665,00;3,68;5,11;72,06;0
29;2023-03-05;922797,00;7,00;52,00;0,76;13,46;5,64;0
29;2023-03-06;922797,00;60,00;938,00;6,50;6,40;101,65;0
29;2023-03-07;922797,00;50,00;658,00;5,42;7,60;71,30;0
29;2023-03-08;922797,00;54,00;523,00;5,85;10,33;56,68;0
29;2023-03-09;922797,00;56,00;247,00;6,07;22,67;26,77;0
29;2023-03-10;922797,00;52,00;525,00;5,64;9,90;56,89;0
29;2023-03-11;922797,00;37,00;591,00;4,01;6,26;64,04;0
29;2023-03-12;922797,00;8,00;57,00;0,87;14,04;6,18;0
29;2023-03-13;922797,00;101,00;814,00;10,94;12,41;88,21;0
29;2023-03-14;922797,00;91,00;589,00;9,86;15,45;63,83;0
29;2023-03-15;922797,00;66,00;466,00;7,15;14,16;50,50;0
29;2023-03-16;922797,00;56,00;259,00;6,07;21,62;28,07;0
29;2023-03-17;922797,00;65,00;516,00;7,04;12,60;55,92;0
29;2023-03-18;922797,00;48,00;523,00;5,20;9,18;56,68;0
29;2023-03-19;922797,00;12,00;67,00;1,30;17,91;7,26;0
29;2023-03-20;922797,00;117,00;749,00;12,68;15,62;81,17;0
29;2023-03-21;922797,00;93,00;577,00;10,08;16,12;62,53;0
29;2023-03-22;922797,00;66,00;450,00;7,15;14,67;48,76;0
29;2023-03-23;922797,00;85,00;276,00;9,21;30,80;29,91;0
29;2023-03-24;922797,00;66,00;463,00;7,15;14,25;50,17;0
29;2023-03-25;922797,00;56,00;468,00;6,07;11,97;50,72;0
29;2023-03-26;922797,00;12,00;56,00;1,30;21,43;6,07;0
29;2023-03-27;922797,00;111,00;685,00;12,03;16,20;74,23;0
29;2023-03-28;922797,00;78,00;482,00;8,45;16,18;52,23;0
29;2023-03-29;922797,00;79,00;405,00;8,56;19,51;43,89;0
29;2023-03-30;922797,00;68,00;263,00;7,37;25,86;28,50;0
29;2023-03-31;922797,00;75,00;463,00;8,13;16,20;50,17;0
2A;2023-03-01;162314,00;6,00;145,00;3,70;4,14;89,33;0
2A;2023-03-02;162314,00;6,00;88,00;3,70;6,82;54,22;0
2A;2023-03-03;162314,00;7,00;104,00;4,31;6,73;64,07;0
2A;2023-03-04;162314,00;3,00;120,00;1,85;2,50;73,93;0
2A;2023-03-05;162314,00;1,00;29,00;0,62;3,45;17,87;0
2A;2023-03-06;162314,00;8,00;239,00;4,93;3,35;147,25;0
2A;2023-03-07;162314,00;10,00;179,00;6,16;5,59;110,28;0
2A;2023-03-08;162314,00;9,00;160,00;5,54;5,62;98,57;0
2A;2023-03-09;162314,00;14,00;121,00;8,63;11,57;74,55;0
2A;2023-03-10;162314,00;10,00;118,00;6,16;8,47;72,70;0
2A;2023-03-11;162314,00;7,00;118,00;4,31;5,93;72,70;0
2A;2023-03-12;162314,00;3,00;38,00;1,85;7,89;23,41;0
2A;2023-03-13;162314,00;23,00;282,00;14,17;8,16;173,74;0
2A;2023-03-14;162314,00;14,00;168,00;8,63;8,33;103,50;0
2A;2023-03-15;162314,00;13,00;146,00;8,01;8,90;89,95;0
2A;2023-03-16;162314,00;6,00;89,00;3,70;6,74;54,83;0
2A;2023-03-17;162314,00;7,00;107,00;4,31;6,54;65,92;0
2A;2023-03-18;162314,00;5,00;102,00;3,08;4,90;62,84;0
2A;2023-03-19;162314,00;0,00;27,00;0,00;0,00;16,63;0
2A;2023-03-20;162314,00;23,00;275,00;14,17;8,36;169,42;0
2A;2023-03-21;162314,00;20,00;208,00;12,32;9,62;128,15;0
2A;2023-03-22;162314,00;12,00;125,00;7,39;9,60;77,01;0
2A;2023-03-23;162314,00;9,00;89,00;5,54;10,11;54,83;0
2A;2023-03-24;162314,00;11,00;103,00;6,78;10,68;63,46;0
2A;2023-03-25;162314,00;14,00;131,00;8,63;10,69;80,71;0
2A;2023-03-26;162314,00;4,00;23,00;2,46;17,39;14,17;0
2A;2023-03-27;162314,00;22,00;275,00;13,55;8,00;169,42;0
2A;2023-03-28;162314,00;17,00;173,00;10,47;9,83;106,58;0
2A;2023-03-29;162314,00;22,00;164,00;13,55;13,41;101,04;0
2A;2023-03-30;162314,00;25,00;107,00;15,40;23,36;65,92;0
2A;2023-03-31;162314,00;24,00;114,00;14,79;21,05;70,23;0
2B;2023-03-01;187151,00;8,00;186,00;4,27;4,30;99,38;0
2B;2023-03-02;187151,00;6,00;102,00;3,21;5,88;54,50;0
2B;2023-03-03;187151,00;6,00;140,00;3,21;4,29;74,81;0
2B;2023-03-04;187151,00;16,00;113,00;8,55;14,16;60,38;0
2B;2023-03-05;187151,00;3,00;40,00;1,60;7,50;21,37;0
2B;2023-03-06;187151,00;19,00;277,00;10,15;6,86;148,01;0
2B;2023-03-07;187151,00;24,00;192,00;12,82;12,50;102,59;0
2B;2023-03-08;187151,00;19,00;191,00;10,15;9,95;102,06;0
2B;2023-03-09;187151,00;16,00;148,00;8,55;10,81;79,08;0
2B;2023-03-10;187151,00;15,00;143,00;8,01;10,49;76,41;0
2B;2023-03-11;187151,00;9,00;123,00;4,81;7,32;65,72;0
2B;2023-03-12;187151,00;0,00;38,00;0,00;0,00;20,30;0
2B;2023-03-13;187151,00;12,00;256,00;6,41;4,69;136,79;0
2B;2023-03-14;187151,00;9,00;155,00;4,81;5,81;82,82;0
2B;2023-03-15;187151,00;10,00;151,00;5,34;6,62;80,68;0
2B;2023-03-16;187151,00;7,00;89,00;3,74;7,87;47,56;0
2B;2023-03-17;187151,00;11,00;121,00;5,88;9,09;64,65;0
2B;2023-03-18;187151,00;5,00;114,00;2,67;4,39;60,91;0
2B;2023-03-19;187151,00;2,00;35,00;1,07;5,71;18,70;0
2B;2023-03-20;187151,00;24,00;242,00;12,82;9,92;129,31;0
2B;2023-03-21;187151,00;15,00;177,00;8,01;8,47;94,58;0
2B;2023-03-22;187151,00;13,00;177,00;6,95;7,34;94,58;0
2B;2023-03-23;187151,00;9,00;121,00;4,81;7,44;64,65;0
2B;2023-03-24;187151,00;13,00;133,00;6,95;9,77;71,07;0
2B;2023-03-25;187151,00;5,00;89,00;2,67;5,62;47,56;0
2B;2023-03-26;187151,00;6,00;30,00;3,21;20,00;16,03;0
2B;2023-03-27;187151,00;28,00;245,00;14,96;11,43;130,91;0
2B;2023-03-28;187151,00;16,00;164,00;8,55;9,76;87,63;0
2B;2023-03-29;187151,00;10,00;191,00;5,34;5,24;102,06;0
2B;2023-03-30;187151,00;26,00;137,00;13,89;18,98;73,20;0
2B;2023-03-31;187151,00;14,00;130,00;7,48;10,77;69,46;0
30;2023-03-01;753436,00;23,00;891,00;3,05;2,58;118,26;0
30;2023-03-02;753436,00;28,00;369,00;3,72;7,59;48,98;0
30;2023-03-03;753436,00;38,00;623,00;5,04;6,10;82,69;0
30;2023-03-04;753436,00;19,00;828,00;2,52;2,29;109,90;0
30;2023-03-05;753436,00;7,00;291,00;0,93;2,41;38,62;0
30;2023-03-06;753436,00;42,00;1233,00;5,57;3,41;163,65;0
30;2023-03-07;753436,00;46,00;1066,00;6,11;4,32;141,49;0
30;2023-03-08;753436,00;53,00;917,00;7,03;5,78;121,71;0
30;2023-03-09;753436,00;49,00;492,00;6,50;9,96;65,30;0
30;2023-03-10;753436,00;42,00;612,00;5,57;6,86;81,23;0
30;2023-03-11;753436,00;37,00;900,00;4,91;4,11;119,45;0
30;2023-03-12;753436,00;16,00;260,00;2,12;6,15;34,51;0
30;2023-03-13;753436,00;64,00;1245,00;8,49;5,14;165,24;0
30;2023-03-14;753436,00;66,00;1001,00;8,76;6,59;132,86;0
30;2023-03-15;753436,00;53,00;782,00;7,03;6,78;103,79;0
30;2023-03-16;753436,00;63,00;501,00;8,36;12,57;66,50;0
30;2023-03-17;753436,00;46,00;645,00;6,11;7,13;85,61;0
30;2023-03-18;753436,00;47,00;701,00;6,24;6,70;93,04;0
30;2023-03-19;753436,00;26,00;232,00;3,45;11,21;30,79;0
30;2023-03-20;753436,00;89,00;1226,00;11,81;7,26;162,72;0
30;2023-03-21;753436,00;85,00;976,00;11,28;8,71;129,54;0
30;2023-03-22;753436,00;71,00;794,00;9,42;8,94;105,38;0
30;2023-03-23;753436,00;74,00;567,00;9,82;13,05;75,26;0
30;2023-03-24;753436,00;81,00;642,00;10,75;12,62;85,21;0
30;2023-03-25;753436,00;60,00;744,00;7,96;8,06;98,75;0
30;2023-03-26;753436,00;19,00;249,00;2,52;7,63;33,05;0
30;2023-03-27;753436,00;135,00;1223,00;17,92;11,04;162,32;0
30;2023-03-28;753436,00;89,00;949,00;11,81;9,38;125,96;0
30;2023-03-29;753436,00;80,00;847,00;10,62;9,45;112,42;0
30;2023-03-30;753436,00;91,00;552,00;12,08;16,49;73,26;0
30;2023-03-31;753436,00;87,00;640,00;11,55;13,59;84,94;0
31;2023-03-01;1452055,00;45,00;667,00;3,10;6,75;45,93;0
31;2023-03-02;1452055,00;40,00;453,00;2,75;8,83;31,20;0
31;2023-03-03;1452055,00;46,00;606,00;3,17;7,59;41,73;0
31;2023-03-04;1452055,00;28,00;572,00;1,93;4,90;39,39;0
31;2023-03-05;1452055,00;14,00;209,00;0,96;6,70;14,39;0
31;2023-03-06;1452055,00;84,00;1143,00;5,78;7,35;78,72;0
31;2023-03-07;1452055,00;53,00;790,00;3,65;6,71;54,41;0
31;2023-03-08;1452055,00;64,00;710,00;4,41;9,01;48,90;0
31;2023-03-09;1452055,00;63,00;617,00;4,34;10,21;42,49;0
31;2023-03-10;1452055,00;75,00;611,00;5,17;12,27;42,08;0
31;2023-03-11;1452055,00;38,00;554,00;2,62;6,86;38,15;0
31;2023-03-12;1452055,00;10,00;186,00;0,69;5,38;12,81;0
31;2023-03-13;1452055,00;139,00;1090,00;9,57;12,75;75,07;0
31;2023-03-14;1452055,00;115,00;789,00;7,92;14,58;54,34;0
31;2023-03-15;1452055,00;99,00;697,00;6,82;14,20;48,00;0
31;2023-03-16;1452055,00;92,00;572,00;6,34;16,08;39,39;0
31;2023-03-17;1452055,00;91,00;534,00;6,27;17,04;36,78;0
31;2023-03-18;1452055,00;56,00;513,00;3,86;10,92;35,33;0
31;2023-03-19;1452055,00;14,00;157,00;0,96;8,92;10,81;0
31;2023-03-20;1452055,00;173,00;1039,00;11,91;16,65;71,55;0
31;2023-03-21;1452055,00;133,00;771,00;9,16;17,25;53,10;0
31;2023-03-22;1452055,00;125,00;736,00;8,61;16,98;50,69;0
31;2023-03-23;1452055,00;121,00;616,00;8,33;19,64;42,42;0
31;2023-03-24;1452055,00;120,00;599,00;8,26;20,03;41,25;0
31;2023-03-25;1452055,00;66,00;498,00;4,55;13,25;34,30;0
31;2023-03-26;1452055,00;16,00;129,00;1,10;12,40;8,88;0
31;2023-03-27;1452055,00;215,00;1064,00;14,81;20,21;73,28;0
31;2023-03-28;1452055,00;182,00;743,00;12,53;24,50;51,17;0
31;2023-03-29;1452055,00;150,00;733,00;10,33;20,46;50,48;0
31;2023-03-30;1452055,00;158,00;661,00;10,88;23,90;45,52;0
31;2023-03-31;1452055,00;144,00;630,00;9,92;22,86;43,39;0
32;2023-03-01;192279,00;10,00;124,00;5,20;8,06;64,49;0
32;2023-03-02;192279,00;5,00;73,00;2,60;6,85;37,97;0
32;2023-03-03;192279,00;12,00;113,00;6,24;10,62;58,77;0
32;2023-03-04;192279,00;2,00;110,00;1,04;1,82;57,21;0
32;2023-03-05;192279,00;2,00;35,00;1,04;5,71;18,20;0
32;2023-03-06;192279,00;12,00;290,00;6,24;4,14;150,82;0
32;2023-03-07;192279,00;6,00;193,00;3,12;3,11;100,37;0
32;2023-03-08;192279,00;12,00;158,00;6,24;7,59;82,17;0
32;2023-03-09;192279,00;8,00;117,00;4,16;6,84;60,85;0
32;2023-03-10;192279,00;5,00;84,00;2,60;5,95;43,69;0
32;2023-03-11;192279,00;5,00;132,00;2,60;3,79;68,65;0
32;2023-03-12;192279,00;2,00;43,00;1,04;4,65;22,36;0
32;2023-03-13;192279,00;21,00;244,00;10,92;8,61;126,90;0
32;2023-03-14;192279,00;14,00;163,00;7,28;8,59;84,77;0
32;2023-03-15;192279,00;14,00;126,00;7,28;11,11;65,53;0
32;2023-03-16;192279,00;13,00;111,00;6,76;11,71;57,73;0
32;2023-03-17;192279,00;7,00;77,00;3,64;9,09;40,05;0
32;2023-03-18;192279,00;4,00;81,00;2,08;4,94;42,13;0
32;2023-03-19;192279,00;4,00;33,00;2,08;12,12;17,16;0
32;2023-03-20;192279,00;13,00;194,00;6,76;6,70;100,90;0
32;2023-03-21;192279,00;14,00;129,00;7,28;10,85;67,09;0
32;2023-03-22;192279,00;18,00;107,00;9,36;16,82;55,65;0
32;2023-03-23;192279,00;11,00;83,00;5,72;13,25;43,17;0
32;2023-03-24;192279,00;17,00;84,00;8,84;20,24;43,69;0
32;2023-03-25;192279,00;6,00;100,00;3,12;6,00;52,01;0
32;2023-03-26;192279,00;4,00;34,00;2,08;11,76;17,68;0
32;2023-03-27;192279,00;16,00;180,00;8,32;8,89;93,61;0
32;2023-03-28;192279,00;20,00;146,00;10,40;13,70;75,93;0
32;2023-03-29;192279,00;15,00;127,00;7,80;11,81;66,05;0
32;2023-03-30;192279,00;17,00;105,00;8,84;16,19;54,61;0
32;2023-03-31;192279,00;18,00;108,00;9,36;16,67;56,17;0
33;2023-03-01;1681330,00;94,00;1228,00;5,59;7,65;73,04;0
33;2023-03-02;1681330,00;68,00;688,00;4,04;9,88;40,92;0
33;2023-03-03;1681330,00;91,00;905,00;5,41;10,06;53,83;0
33;2023-03-04;1681330,00;56,00;1060,00;3,33;5,28;63,05;0
33;2023-03-05;1681330,00;21,00;279,00;1,25;7,53;16,59;0
33;2023-03-06;1681330,00;148,00;1650,00;8,80;8,97;98,14;0
33;2023-03-07;1681330,00;121,00;1312,00;7,20;9,22;78,03;0
33;2023-03-08;1681330,00;98,00;1111,00;5,83;8,82;66,08;0
33;2023-03-09;1681330,00;119,00;782,00;7,08;15,22;46,51;0
33;2023-03-10;1681330,00;130,00;879,00;7,73;14,79;52,28;0
33;2023-03-11;1681330,00;90,00;1031,00;5,35;8,73;61,32;0
33;2023-03-12;1681330,00;30,00;230,00;1,78;13,04;13,68;0
33;2023-03-13;1681330,00;223,00;1648,00;13,26;13,53;98,02;0
33;2023-03-14;1681330,00;142,00;1145,00;8,45;12,40;68,10;0
33;2023-03-15;1681330,00;141,00;1000,00;8,39;14,10;59,48;0
33;2023-03-16;1681330,00;128,00;659,00;7,61;19,42;39,20;0
33;2023-03-17;1681330,00;133,00;874,00;7,91;15,22;51,98;0
33;2023-03-18;1681330,00;67,00;872,00;3,98;7,68;51,86;0
33;2023-03-19;1681330,00;29,00;207,00;1,72;14,01;12,31;0
33;2023-03-20;1681330,00;168,00;1479,00;9,99;11,36;87,97;0
33;2023-03-21;1681330,00;153,00;1163,00;9,10;13,16;69,17;0
33;2023-03-22;1681330,00;157,00;952,00;9,34;16,49;56,62;0
33;2023-03-23;1681330,00;123,00;670,00;7,32;18,36;39,85;0
33;2023-03-24;1681330,00;145,00;832,00;8,62;17,43;49,48;0
33;2023-03-25;1681330,00;104,00;768,00;6,19;13,54;45,68;0
33;2023-03-26;1681330,00;17,00;189,00;1,01;8,99;11,24;0
33;2023-03-27;1681330,00;209,00;1288,00;12,43;16,23;76,61;0
33;2023-03-28;1681330,00;185,00;1003,00;11,00;18,44;59,66;0
33;2023-03-29;1681330,00;137,00;886,00;8,15;15,46;52,70;0
33;2023-03-30;1681330,00;159,00;740,00;9,46;21,49;44,01;0
33;2023-03-31;1681330,00;126,00;742,00;7,49;16,98;44,13;0
34;2023-03-01;1217787,00;61,00;1273,00;5,01;4,79;104,53;0
34;2023-03-02;1217787,00;53,00;815,00;4,35;6,50;66,92;0
34;2023-03-03;1217787,00;42,00;1158,00;3,45;3,63;95,09;0
34;2023-03-04;1217787,00;34,00;1238,00;2,79;2,75;101,66;0
34;2023-03-05;1217787,00;6,00;387,00;0,49;1,55;31,78;0
34;2023-03-06;1217787,00;84,00;2192,00;6,90;3,83;180,00;0
34;2023-03-07;1217787,00;82,00;1513,00;6,73;5,42;124,24;0
34;2023-03-08;1217787,00;75,00;1464,00;6,16;5,12;120,22;0
34;2023-03-09;1217787,00;72,00;942,00;5,91;7,64;77,35;0
34;2023-03-10;1217787,00;78,00;974,00;6,41;8,01;79,98;0
34;2023-03-11;1217787,00;61,00;1227,00;5,01;4,97;100,76;0
34;2023-03-12;1217787,00;11,00;377,00;0,90;2,92;30,96;0
34;2023-03-13;1217787,00;146,00;2102,00;11,99;6,95;172,61;0
34;2023-03-14;1217787,00;103,00;1488,00;8,46;6,92;122,19;0
34;2023-03-15;1217787,00;85,00;1315,00;6,98;6,46;107,98;0
34;2023-03-16;1217787,00;77,00;844,00;6,32;9,12;69,31;0
34;2023-03-17;1217787,00;74,00;938,00;6,08;7,89;77,02;0
34;2023-03-18;1217787,00;63,00;1090,00;5,17;5,78;89,51;0
34;2023-03-19;1217787,00;16,00;320,00;1,31;5,00;26,28;0
34;2023-03-20;1217787,00;166,00;1939,00;13,63;8,56;159,22;0
34;2023-03-21;1217787,00;144,00;1443,00;11,82;9,98;118,49;0
34;2023-03-22;1217787,00;119,00;1299,00;9,77;9,16;106,67;0
34;2023-03-23;1217787,00;112,00;883,00;9,20;12,68;72,51;0
34;2023-03-24;1217787,00;117,00;973,00;9,61;12,02;79,90;0
34;2023-03-25;1217787,00;79,00;1039,00;6,49;7,60;85,32;0
34;2023-03-26;1217787,00;27,00;308,00;2,22;8,77;25,29;0
34;2023-03-27;1217787,00;209,00;1923,00;17,16;10,87;157,91;0
34;2023-03-28;1217787,00;149,00;1482,00;12,24;10,05;121,70;0
34;2023-03-29;1217787,00;162,00;1310,00;13,30;12,37;107,57;0
34;2023-03-30;1217787,00;152,00;976,00;12,48;15,57;80,15;0
34;2023-03-31;1217787,00;148,00;992,00;12,15;14,92;81,46;0
35;2023-03-01;1107860,00;47,00;697,00;4,24;6,74;62,91;0
35;2023-03-02;1107860,00;32,00;332,00;2,89;9,64;29,97;0
35;2023-03-03;1107860,00;43,00;548,00;3,88;7,85;49,46;0
35;2023-03-04;1107860,00;40,00;686,00;3,61;5,83;61,92;0
35;2023-03-05;1107860,00;3,00;155,00;0,27;1,94;13,99;0
35;2023-03-06;1107860,00;72,00;1027,00;6,50;7,01;92,70;0
35;2023-03-07;1107860,00;78,00;807,00;7,04;9,67;72,84;0
35;2023-03-08;1107860,00;73,00;683,00;6,59;10,69;61,65;0
35;2023-03-09;1107860,00;62,00;429,00;5,60;14,45;38,72;0
35;2023-03-10;1107860,00;78,00;574,00;7,04;13,59;51,81;0
35;2023-03-11;1107860,00;47,00;617,00;4,24;7,62;55,69;0
35;2023-03-12;1107860,00;9,00;131,00;0,81;6,87;11,82;0
35;2023-03-13;1107860,00;119,00;964,00;10,74;12,34;87,01;0
35;2023-03-14;1107860,00;77,00;727,00;6,95;10,59;65,62;0
35;2023-03-15;1107860,00;72,00;634,00;6,50;11,36;57,23;0
35;2023-03-16;1107860,00;86,00;388,00;7,76;22,16;35,02;0
35;2023-03-17;1107860,00;83,00;475,00;7,49;17,47;42,88;0
35;2023-03-18;1107860,00;63,00;567,00;5,69;11,11;51,18;0
35;2023-03-19;1107860,00;14,00;125,00;1,26;11,20;11,28;0
35;2023-03-20;1107860,00;128,00;889,00;11,55;14,40;80,24;0
35;2023-03-21;1107860,00;97,00;667,00;8,76;14,54;60,21;0
35;2023-03-22;1107860,00;84,00;572,00;7,58;14,69;51,63;0
35;2023-03-23;1107860,00;60,00;327,00;5,42;18,35;29,52;0
35;2023-03-24;1107860,00;69,00;424,00;6,23;16,27;38,27;0
35;2023-03-25;1107860,00;45,00;481,00;4,06;9,36;43,42;0
35;2023-03-26;1107860,00;17,00;107,00;1,53;15,89;9,66;0
35;2023-03-27;1107860,00;121,00;722,00;10,92;16,76;65,17;0
35;2023-03-28;1107860,00;95,00;579,00;8,58;16,41;52,26;0
35;2023-03-29;1107860,00;87,00;513,00;7,85;16,96;46,31;0
35;2023-03-30;1107860,00;98,00;396,00;8,85;24,75;35,74;0
35;2023-03-31;1107860,00;59,00;397,00;5,33;14,86;35,83;0
36;2023-03-01;215031,00;9,00;162,00;4,19;5,56;75,34;0
36;2023-03-02;215031,00;17,00;88,00;7,91;19,32;40,92;0
36;2023-03-03;215031,00;9,00;101,00;4,19;8,91;46,97;0
36;2023-03-04;215031,00;2,00;173,00;0,93;1,16;80,45;0
36;2023-03-05;215031,00;2,00;34,00;0,93;5,88;15,81;0
36;2023-03-06;215031,00;15,00;255,00;6,98;5,88;118,59;0
36;2023-03-07;215031,00;14,00;203,00;6,51;6,90;94,40;0
36;2023-03-08;215031,00;20,00;174,00;9,30;11,49;80,92;0
36;2023-03-09;215031,00;11,00;101,00;5,12;10,89;46,97;0
36;2023-03-10;215031,00;17,00;105,00;7,91;16,19;48,83;0
36;2023-03-11;215031,00;10,00;187,00;4,65;5,35;86,96;0
36;2023-03-12;215031,00;2,00;32,00;0,93;6,25;14,88;0
36;2023-03-13;215031,00;21,00;214,00;9,77;9,81;99,52;0
36;2023-03-14;215031,00;17,00;199,00;7,91;8,54;92,54;0
36;2023-03-15;215031,00;14,00;162,00;6,51;8,64;75,34;0
36;2023-03-16;215031,00;12,00;90,00;5,58;13,33;41,85;0
36;2023-03-17;215031,00;13,00;86,00;6,05;15,12;39,99;0
36;2023-03-18;215031,00;14,00;157,00;6,51;8,92;73,01;0
36;2023-03-19;215031,00;1,00;38,00;0,47;2,63;17,67;0
36;2023-03-20;215031,00;33,00;223,00;15,35;14,80;103,71;0
36;2023-03-21;215031,00;20,00;187,00;9,30;10,70;86,96;0
36;2023-03-22;215031,00;24,00;156,00;11,16;15,38;72,55;0
36;2023-03-23;215031,00;15,00;95,00;6,98;15,79;44,18;0
36;2023-03-24;215031,00;15,00;91,00;6,98;16,48;42,32;0
36;2023-03-25;215031,00;27,00;153,00;12,56;17,65;71,15;0
36;2023-03-26;215031,00;2,00;34,00;0,93;5,88;15,81;0
36;2023-03-27;215031,00;49,00;242,00;22,79;20,25;112,54;0
